,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
241,"Mon, Nov 25, 2019",7:00p,Memphis Grizzlies,114,Indiana Pacers,126,Box Score,,"15,141",
242,"Mon, Nov 25, 2019",7:30p,Minnesota Timberwolves,125,Atlanta Hawks,113,Box Score,,"16,218",
243,"Mon, Nov 25, 2019",7:30p,Sacramento Kings,102,Boston Celtics,103,Box Score,,"19,156",
244,"Mon, Nov 25, 2019",7:30p,Charlotte Hornets,100,Miami Heat,117,Box Score,,"19,600",
245,"Mon, Nov 25, 2019",7:30p,Philadelphia 76ers,96,Toronto Raptors,101,Box Score,,"19,800",
246,"Mon, Nov 25, 2019",8:00p,Portland Trail Blazers,117,Chicago Bulls,94,Box Score,,"18,776",
247,"Mon, Nov 25, 2019",8:00p,Utah Jazz,118,Milwaukee Bucks,122,Box Score,,"17,385",
248,"Mon, Nov 25, 2019",8:30p,Los Angeles Lakers,114,San Antonio Spurs,104,Box Score,,"18,498",
249,"Mon, Nov 25, 2019",10:30p,Oklahoma City Thunder,100,Golden State Warriors,97,Box Score,,"18,064",
250,"Tue, Nov 26, 2019",8:30p,Los Angeles Clippers,114,Dallas Mavericks,99,Box Score,,"20,407",
251,"Tue, Nov 26, 2019",9:00p,Washington Wizards,104,Denver Nuggets,117,Box Score,,"18,673",
252,"Wed, Nov 27, 2019",7:00p,Brooklyn Nets,110,Boston Celtics,121,Box Score,,"19,156",
253,"Wed, Nov 27, 2019",7:00p,Detroit Pistons,101,Charlotte Hornets,102,Box Score,,"15,535",
254,"Wed, Nov 27, 2019",7:00p,Orlando Magic,116,Cleveland Cavaliers,104,Box Score,,"17,712",
255,"Wed, Nov 27, 2019",7:00p,Utah Jazz,102,Indiana Pacers,121,Box Score,,"17,027",
256,"Wed, Nov 27, 2019",7:00p,Sacramento Kings,91,Philadelphia 76ers,97,Box Score,,"20,592",
257,"Wed, Nov 27, 2019",7:30p,New York Knicks,98,Toronto Raptors,126,Box Score,,"19,800",
258,"Wed, Nov 27, 2019",8:00p,Miami Heat,108,Houston Rockets,117,Box Score,,"18,055",
259,"Wed, Nov 27, 2019",8:00p,Los Angeles Clippers,121,Memphis Grizzlies,119,Box Score,,"16,721",
260,"Wed, Nov 27, 2019",8:00p,Atlanta Hawks,102,Milwaukee Bucks,111,Box Score,,"17,525",
261,"Wed, Nov 27, 2019",8:30p,Minnesota Timberwolves,113,San Antonio Spurs,101,Box Score,,"18,354",
262,"Wed, Nov 27, 2019",9:00p,Washington Wizards,140,Phoenix Suns,132,Box Score,,"14,123",
263,"Wed, Nov 27, 2019",9:30p,Los Angeles Lakers,114,New Orleans Pelicans,110,Box Score,,"18,626",
264,"Wed, Nov 27, 2019",10:00p,Oklahoma City Thunder,119,Portland Trail Blazers,136,Box Score,,"19,870",
265,"Wed, Nov 27, 2019",10:30p,Chicago Bulls,90,Golden State Warriors,104,Box Score,,"18,064",
266,"Fri, Nov 29, 2019",12:00p,Boston Celtics,107,Brooklyn Nets,112,Box Score,,"17,732",
267,"Fri, Nov 29, 2019",7:00p,Charlotte Hornets,110,Detroit Pistons,107,Box Score,,"15,006",
268,"Fri, Nov 29, 2019",7:00p,Toronto Raptors,90,Orlando Magic,83,Box Score,,"17,014",
269,"Fri, Nov 29, 2019",7:30p,Milwaukee Bucks,119,Cleveland Cavaliers,110,Box Score,,"19,432",
270,"Fri, Nov 29, 2019",7:30p,Philadelphia 76ers,101,New York Knicks,95,Box Score,,"18,109",
271,"Fri, Nov 29, 2019",8:00p,Atlanta Hawks,104,Indiana Pacers,105,Box Score,OT,"15,827",
272,"Fri, Nov 29, 2019",8:00p,Utah Jazz,103,Memphis Grizzlies,94,Box Score,,"16,605",
273,"Fri, Nov 29, 2019",8:00p,Golden State Warriors,105,Miami Heat,122,Box Score,,"19,600",
274,"Fri, Nov 29, 2019",8:00p,New Orleans Pelicans,104,Oklahoma City Thunder,109,Box Score,,"18,203",
275,"Fri, Nov 29, 2019",8:30p,Los Angeles Clippers,97,San Antonio Spurs,107,Box Score,,"18,354",
276,"Fri, Nov 29, 2019",9:00p,Dallas Mavericks,120,Phoenix Suns,113,Box Score,,"18,055",
277,"Fri, Nov 29, 2019",10:00p,Chicago Bulls,103,Portland Trail Blazers,107,Box Score,,"20,139",
278,"Fri, Nov 29, 2019",10:30p,Washington Wizards,103,Los Angeles Lakers,125,Box Score,,"18,997",
279,"Sat, Nov 30, 2019",5:00p,Denver Nuggets,97,Sacramento Kings,100,Box Score,OT,"17,583",
280,"Sat, Nov 30, 2019",7:00p,Indiana Pacers,116,Philadelphia 76ers,119,Box Score,,"20,517",
281,"Sat, Nov 30, 2019",8:00p,Atlanta Hawks,111,Houston Rockets,158,Box Score,,"18,055",
282,"Sat, Nov 30, 2019",8:00p,Charlotte Hornets,96,Milwaukee Bucks,137,Box Score,,"17,550",
283,"Sun, Dec 1, 2019",3:00p,Miami Heat,109,Brooklyn Nets,106,Box Score,,"17,026",
284,"Sun, Dec 1, 2019",3:30p,Memphis Grizzlies,115,Minnesota Timberwolves,107,Box Score,,"12,276",
285,"Sun, Dec 1, 2019",3:30p,Boston Celtics,113,New York Knicks,104,Box Score,,"18,005",
286,"Sun, Dec 1, 2019",4:00p,Dallas Mavericks,114,Los Angeles Lakers,100,Box Score,,"18,997",
287,"Sun, Dec 1, 2019",5:00p,San Antonio Spurs,98,Detroit Pistons,132,Box Score,,"14,270",
288,"Sun, Dec 1, 2019",5:00p,Oklahoma City Thunder,107,New Orleans Pelicans,104,Box Score,,"15,427",
289,"Sun, Dec 1, 2019",6:00p,Golden State Warriors,96,Orlando Magic,100,Box Score,,"15,052",
290,"Sun, Dec 1, 2019",6:00p,Utah Jazz,110,Toronto Raptors,130,Box Score,,"18,132",
291,"Sun, Dec 1, 2019",10:30p,Washington Wizards,125,Los Angeles Clippers,150,Box Score,,"19,068",
292,"Mon, Dec 2, 2019",7:00p,Phoenix Suns,109,Charlotte Hornets,104,Box Score,,"11,221",
293,"Mon, Dec 2, 2019",7:00p,Utah Jazz,94,Philadelphia 76ers,103,Box Score,,"20,208",
294,"Mon, Dec 2, 2019",7:30p,Golden State Warriors,79,Atlanta Hawks,104,Box Score,,"14,278",
295,"Mon, Dec 2, 2019",8:00p,Indiana Pacers,117,Memphis Grizzlies,104,Box Score,,"11,919",
296,"Mon, Dec 2, 2019",8:00p,New York Knicks,88,Milwaukee Bucks,132,Box Score,,"17,385",
297,"Mon, Dec 2, 2019",10:00p,Chicago Bulls,113,Sacramento Kings,106,Box Score,,"17,257",
298,"Tue, Dec 3, 2019",7:00p,Detroit Pistons,127,Cleveland Cavaliers,94,Box Score,,"17,504",
299,"Tue, Dec 3, 2019",7:00p,Orlando Magic,127,Washington Wizards,120,Box Score,,"13,159",
300,"Tue, Dec 3, 2019",7:30p,Dallas Mavericks,118,New Orleans Pelicans,97,Box Score,,"14,664",
301,"Tue, Dec 3, 2019",7:30p,Miami Heat,121,Toronto Raptors,110,Box Score,OT,"19,800",
302,"Tue, Dec 3, 2019",8:30p,Houston Rockets,133,San Antonio Spurs,135,Box Score,2OT,"18,354",
303,"Tue, Dec 3, 2019",9:00p,Los Angeles Lakers,105,Denver Nuggets,96,Box Score,,"19,658",
304,"Tue, Dec 3, 2019",10:00p,Portland Trail Blazers,97,Los Angeles Clippers,117,Box Score,,"19,068",
305,"Wed, Dec 4, 2019",7:00p,Golden State Warriors,91,Charlotte Hornets,106,Box Score,,"14,355",
306,"Wed, Dec 4, 2019",7:00p,Milwaukee Bucks,127,Detroit Pistons,103,Box Score,,"15,742",
307,"Wed, Dec 4, 2019",7:00p,Phoenix Suns,114,Orlando Magic,128,Box Score,,"15,176",
308,"Wed, Dec 4, 2019",7:30p,Brooklyn Nets,130,Atlanta Hawks,118,Box Score,,"15,694",
309,"Wed, Dec 4, 2019",7:30p,Miami Heat,93,Boston Celtics,112,Box Score,,"19,156",
310,"Wed, Dec 4, 2019",8:00p,Memphis Grizzlies,99,Chicago Bulls,106,Box Score,,"15,017",
311,"Wed, Dec 4, 2019",8:00p,Indiana Pacers,107,Oklahoma City Thunder,100,Box Score,,"18,203",
312,"Wed, Dec 4, 2019",8:30p,Minnesota Timberwolves,114,Dallas Mavericks,121,Box Score,,"19,671",
313,"Wed, Dec 4, 2019",9:00p,Los Angeles Lakers,121,Utah Jazz,96,Box Score,,"18,306",
314,"Wed, Dec 4, 2019",10:00p,Sacramento Kings,116,Portland Trail Blazers,127,Box Score,,"19,393",
315,"Thu, Dec 5, 2019",7:00p,Philadelphia 76ers,113,Washington Wizards,119,Box Score,,"16,554",
316,"Thu, Dec 5, 2019",7:30p,Denver Nuggets,129,New York Knicks,92,Box Score,,"18,171",
317,"Thu, Dec 5, 2019",7:30p,Houston Rockets,119,Toronto Raptors,109,Box Score,,"19,800",
318,"Thu, Dec 5, 2019",8:00p,Phoenix Suns,139,New Orleans Pelicans,132,Box Score,OT,"15,607",
319,"Fri, Dec 6, 2019",7:00p,Brooklyn Nets,111,Charlotte Hornets,104,Box Score,,"15,075",
320,"Fri, Dec 6, 2019",7:00p,Orlando Magic,93,Cleveland Cavaliers,87,Box Score,,"18,446",
321,"Fri, Dec 6, 2019",7:00p,Indiana Pacers,101,Detroit Pistons,108,Box Score,,"14,894",
322,"Fri, Dec 6, 2019",8:00p,Denver Nuggets,95,Boston Celtics,108,Box Score,,"19,156",
323,"Fri, Dec 6, 2019",8:00p,Golden State Warriors,100,Chicago Bulls,98,Box Score,,"18,841",
324,"Fri, Dec 6, 2019",8:00p,Washington Wizards,103,Miami Heat,112,Box Score,,"19,600",
325,"Fri, Dec 6, 2019",8:00p,Minnesota Timberwolves,127,Oklahoma City Thunder,139,Box Score,OT,"18,203",
326,"Fri, Dec 6, 2019",8:30p,Los Angeles Clippers,91,Milwaukee Bucks,119,Box Score,,"17,732",
327,"Fri, Dec 6, 2019",8:30p,Sacramento Kings,104,San Antonio Spurs,105,Box Score,OT,"18,354",
328,"Fri, Dec 6, 2019",10:30p,Los Angeles Lakers,136,Portland Trail Blazers,113,Box Score,,"19,912",
329,"Sat, Dec 7, 2019",2:00p,New Orleans Pelicans,84,Dallas Mavericks,130,Box Score,,"19,456",
330,"Sat, Dec 7, 2019",7:30p,Indiana Pacers,104,New York Knicks,103,Box Score,,"19,110",
331,"Sat, Dec 7, 2019",7:30p,Cleveland Cavaliers,94,Philadelphia 76ers,141,Box Score,,"20,844",
332,"Sat, Dec 7, 2019",8:00p,Phoenix Suns,109,Houston Rockets,115,Box Score,,"18,055",
333,"Sat, Dec 7, 2019",10:00p,Memphis Grizzlies,112,Utah Jazz,126,Box Score,,"18,306",
334,"Sun, Dec 8, 2019",3:00p,Denver Nuggets,102,Brooklyn Nets,105,Box Score,,"16,679",
335,"Sun, Dec 8, 2019",5:00p,Atlanta Hawks,122,Charlotte Hornets,107,Box Score,,"15,489",
336,"Sun, Dec 8, 2019",6:00p,Chicago Bulls,105,Miami Heat,110,Box Score,OT,"19,600",
337,"Sun, Dec 8, 2019",6:00p,Toronto Raptors,104,Philadelphia 76ers,110,Box Score,,"20,313",
338,"Sun, Dec 8, 2019",6:00p,Los Angeles Clippers,135,Washington Wizards,119,Box Score,,"15,946",
339,"Sun, Dec 8, 2019",7:00p,Sacramento Kings,110,Dallas Mavericks,106,Box Score,,"19,566",
340,"Sun, Dec 8, 2019",9:00p,Oklahoma City Thunder,108,Portland Trail Blazers,96,Box Score,,"19,393",
341,"Sun, Dec 8, 2019",9:30p,Minnesota Timberwolves,125,Los Angeles Lakers,142,Box Score,,"18,997",
342,"Mon, Dec 9, 2019",7:00p,Los Angeles Clippers,110,Indiana Pacers,99,Box Score,,"14,644",
343,"Mon, Dec 9, 2019",7:30p,Cleveland Cavaliers,88,Boston Celtics,110,Box Score,,"19,156",
344,"Mon, Dec 9, 2019",8:00p,Toronto Raptors,93,Chicago Bulls,92,Box Score,,"14,775",
345,"Mon, Dec 9, 2019",8:00p,Sacramento Kings,119,Houston Rockets,118,Box Score,,"18,055",
346,"Mon, Dec 9, 2019",8:00p,Orlando Magic,101,Milwaukee Bucks,110,Box Score,,"17,385",
347,"Mon, Dec 9, 2019",8:00p,Detroit Pistons,105,New Orleans Pelicans,103,Box Score,,"13,694",
348,"Mon, Dec 9, 2019",9:00p,Minnesota Timberwolves,109,Phoenix Suns,125,Box Score,,"13,230",
349,"Mon, Dec 9, 2019",9:00p,Oklahoma City Thunder,104,Utah Jazz,90,Box Score,,"18,306",
350,"Mon, Dec 9, 2019",10:30p,Memphis Grizzlies,110,Golden State Warriors,102,Box Score,,"18,064",
351,"Tue, Dec 10, 2019",7:00p,Washington Wizards,107,Charlotte Hornets,114,Box Score,,"10,626",
352,"Tue, Dec 10, 2019",8:00p,Atlanta Hawks,121,Miami Heat,135,Box Score,OT,"19,600",
353,"Tue, Dec 10, 2019",8:00p,Denver Nuggets,92,Philadelphia 76ers,97,Box Score,,"20,591",
354,"Tue, Dec 10, 2019",10:00p,New York Knicks,87,Portland Trail Blazers,115,Box Score,,"19,393",
355,"Wed, Dec 11, 2019",7:00p,Houston Rockets,116,Cleveland Cavaliers,110,Box Score,,"17,122",
356,"Wed, Dec 11, 2019",7:00p,Boston Celtics,117,Indiana Pacers,122,Box Score,,"15,637",
357,"Wed, Dec 11, 2019",7:00p,Los Angeles Lakers,96,Orlando Magic,87,Box Score,,"18,846",
358,"Wed, Dec 11, 2019",7:00p,Los Angeles Clippers,112,Toronto Raptors,92,Box Score,,"20,144",
359,"Wed, Dec 11, 2019",7:30p,Charlotte Hornets,113,Brooklyn Nets,108,Box Score,,"15,631",
360,"Wed, Dec 11, 2019",8:00p,Atlanta Hawks,102,Chicago Bulls,136,Box Score,,"15,084",
361,"Wed, Dec 11, 2019",8:00p,Utah Jazz,127,Minnesota Timberwolves,116,Box Score,,"12,369",
362,"Wed, Dec 11, 2019",9:00p,Memphis Grizzlies,115,Phoenix Suns,108,Box Score,,"12,254",
363,"Wed, Dec 11, 2019",9:30p,New Orleans Pelicans,112,Milwaukee Bucks,127,Box Score,,"17,385",
364,"Wed, Dec 11, 2019",10:00p,Oklahoma City Thunder,93,Sacramento Kings,94,Box Score,,"16,723",
365,"Wed, Dec 11, 2019",10:30p,New York Knicks,124,Golden State Warriors,122,Box Score,OT,"18,064",
366,"Thu, Dec 12, 2019",8:00p,Philadelphia 76ers,115,Boston Celtics,109,Box Score,,"19,156",
367,"Thu, Dec 12, 2019",8:30p,Cleveland Cavaliers,117,San Antonio Spurs,109,Box Score,OT,"18,354",
368,"Thu, Dec 12, 2019",9:00p,Dallas Mavericks,122,Detroit Pistons,111,Box Score,,"20,064","at Mexico City, Mexico"
369,"Thu, Dec 12, 2019",10:30p,Portland Trail Blazers,99,Denver Nuggets,114,Box Score,,"18,828",
370,"Fri, Dec 13, 2019",7:00p,Los Angeles Lakers,113,Miami Heat,110,Box Score,,"20,013",
371,"Fri, Dec 13, 2019",7:00p,Houston Rockets,130,Orlando Magic,107,Box Score,,"16,335",
372,"Fri, Dec 13, 2019",7:00p,New Orleans Pelicans,109,Philadelphia 76ers,116,Box Score,,"20,620",
373,"Fri, Dec 13, 2019",7:30p,Indiana Pacers,110,Atlanta Hawks,100,Box Score,,"15,121",
374,"Fri, Dec 13, 2019",8:00p,Charlotte Hornets,83,Chicago Bulls,73,Box Score,,"18,377",
375,"Fri, Dec 13, 2019",8:00p,Milwaukee Bucks,127,Memphis Grizzlies,114,Box Score,,"16,109",
376,"Fri, Dec 13, 2019",9:00p,Golden State Warriors,106,Utah Jazz,114,Box Score,,"18,306",
377,"Fri, Dec 13, 2019",9:30p,Los Angeles Clippers,124,Minnesota Timberwolves,117,Box Score,,"17,585",
378,"Fri, Dec 13, 2019",10:00p,New York Knicks,103,Sacramento Kings,101,Box Score,,"17,583",
379,"Sat, Dec 14, 2019",5:00p,San Antonio Spurs,121,Phoenix Suns,119,Box Score,OT,"20,013","at Mexico City, Mexico"
380,"Sat, Dec 14, 2019",7:30p,Brooklyn Nets,102,Toronto Raptors,110,Box Score,,"19,800",
381,"Sat, Dec 14, 2019",8:00p,Los Angeles Clippers,106,Chicago Bulls,109,Box Score,,"18,426",
382,"Sat, Dec 14, 2019",8:00p,Washington Wizards,111,Memphis Grizzlies,128,Box Score,,"15,631",
383,"Sat, Dec 14, 2019",8:30p,Miami Heat,122,Dallas Mavericks,118,Box Score,OT,"20,333",
384,"Sat, Dec 14, 2019",8:30p,Cleveland Cavaliers,108,Milwaukee Bucks,125,Box Score,,"17,481",
385,"Sat, Dec 14, 2019",9:00p,Oklahoma City Thunder,102,Denver Nuggets,110,Box Score,,"19,520",
386,"Sat, Dec 14, 2019",9:00p,Detroit Pistons,115,Houston Rockets,107,Box Score,,"18,055",
387,"Sun, Dec 15, 2019",3:30p,Orlando Magic,130,New Orleans Pelicans,119,Box Score,,"15,388",
388,"Sun, Dec 15, 2019",5:00p,Charlotte Hornets,85,Indiana Pacers,107,Box Score,,"16,061",
389,"Sun, Dec 15, 2019",6:00p,Los Angeles Lakers,101,Atlanta Hawks,96,Box Score,,"16,962",
390,"Sun, Dec 15, 2019",6:00p,Philadelphia 76ers,89,Brooklyn Nets,109,Box Score,,"17,732",
391,"Sun, Dec 15, 2019",8:00p,New York Knicks,105,Denver Nuggets,111,Box Score,,"18,867",
392,"Sun, Dec 15, 2019",8:30p,Sacramento Kings,100,Golden State Warriors,79,Box Score,,"18,064",
393,"Mon, Dec 16, 2019",7:00p,Washington Wizards,133,Detroit Pistons,119,Box Score,,"14,632",
394,"Mon, Dec 16, 2019",7:30p,Cleveland Cavaliers,113,Toronto Raptors,133,Box Score,,"19,800",
395,"Mon, Dec 16, 2019",8:00p,San Antonio Spurs,107,Houston Rockets,109,Box Score,,"18,055",
396,"Mon, Dec 16, 2019",8:00p,Miami Heat,111,Memphis Grizzlies,118,Box Score,,"14,021",
397,"Mon, Dec 16, 2019",8:00p,Dallas Mavericks,120,Milwaukee Bucks,116,Box Score,,"17,727",
398,"Mon, Dec 16, 2019",8:00p,Chicago Bulls,106,Oklahoma City Thunder,109,Box Score,,"18,203",
399,"Mon, Dec 16, 2019",9:00p,Portland Trail Blazers,111,Phoenix Suns,110,Box Score,,"14,193",
400,"Tue, Dec 17, 2019",7:00p,Sacramento Kings,102,Charlotte Hornets,110,Box Score,,"13,229",
401,"Tue, Dec 17, 2019",7:00p,Los Angeles Lakers,102,Indiana Pacers,105,Box Score,,"17,923",
402,"Tue, Dec 17, 2019",7:30p,Atlanta Hawks,120,New York Knicks,143,Box Score,,"18,268",
403,"Tue, Dec 17, 2019",8:00p,Brooklyn Nets,108,New Orleans Pelicans,101,Box Score,OT,"15,177",
404,"Tue, Dec 17, 2019",9:00p,Orlando Magic,102,Utah Jazz,109,Box Score,,"18,306",
405,"Tue, Dec 17, 2019",10:30p,Phoenix Suns,99,Los Angeles Clippers,120,Box Score,,"19,068",
406,"Wed, Dec 18, 2019",7:00p,Charlotte Hornets,98,Cleveland Cavaliers,100,Box Score,,"17,023",
407,"Wed, Dec 18, 2019",7:00p,Toronto Raptors,112,Detroit Pistons,99,Box Score,,"15,319",
408,"Wed, Dec 18, 2019",7:00p,Miami Heat,108,Philadelphia 76ers,104,Box Score,,"20,715",
409,"Wed, Dec 18, 2019",7:00p,Chicago Bulls,110,Washington Wizards,109,Box Score,OT,"14,987",
410,"Wed, Dec 18, 2019",8:00p,New Orleans Pelicans,107,Minnesota Timberwolves,99,Box Score,,"12,490",
411,"Wed, Dec 18, 2019",8:00p,Memphis Grizzlies,122,Oklahoma City Thunder,126,Box Score,,"18,203",
412,"Wed, Dec 18, 2019",9:00p,Orlando Magic,104,Denver Nuggets,113,Box Score,,"18,182",
413,"Wed, Dec 18, 2019",9:30p,Boston Celtics,109,Dallas Mavericks,103,Box Score,,"20,181",
414,"Wed, Dec 18, 2019",10:00p,Golden State Warriors,112,Portland Trail Blazers,122,Box Score,,"19,393",
415,"Thu, Dec 19, 2019",7:30p,Utah Jazz,111,Atlanta Hawks,106,Box Score,,"16,739",
416,"Thu, Dec 19, 2019",8:00p,Los Angeles Lakers,104,Milwaukee Bucks,111,Box Score,,"18,051",
417,"Thu, Dec 19, 2019",8:30p,Brooklyn Nets,105,San Antonio Spurs,118,Box Score,,"18,354",
418,"Thu, Dec 19, 2019",10:30p,Houston Rockets,122,Los Angeles Clippers,117,Box Score,,"19,068",
419,"Fri, Dec 20, 2019",7:00p,Memphis Grizzlies,107,Cleveland Cavaliers,114,Box Score,,"19,432",
420,"Fri, Dec 20, 2019",7:00p,Sacramento Kings,105,Indiana Pacers,119,Box Score,,"14,649",
421,"Fri, Dec 20, 2019",7:30p,Detroit Pistons,93,Boston Celtics,114,Box Score,,"19,156",
422,"Fri, Dec 20, 2019",7:30p,Washington Wizards,118,Toronto Raptors,122,Box Score,,"19,800",
423,"Fri, Dec 20, 2019",8:00p,New York Knicks,114,Miami Heat,129,Box Score,,"19,704",
424,"Fri, Dec 20, 2019",8:00p,Phoenix Suns,108,Oklahoma City Thunder,126,Box Score,,"18,203",
425,"Fri, Dec 20, 2019",8:00p,Dallas Mavericks,117,Philadelphia 76ers,98,Box Score,,"20,778",
426,"Fri, Dec 20, 2019",9:00p,Minnesota Timberwolves,100,Denver Nuggets,109,Box Score,,"19,520",
427,"Fri, Dec 20, 2019",10:00p,Orlando Magic,103,Portland Trail Blazers,118,Box Score,,"19,393",
428,"Fri, Dec 20, 2019",10:30p,New Orleans Pelicans,102,Golden State Warriors,106,Box Score,,"18,064",
429,"Sat, Dec 21, 2019",5:00p,Utah Jazz,114,Charlotte Hornets,107,Box Score,,"16,187",
430,"Sat, Dec 21, 2019",6:00p,Atlanta Hawks,112,Brooklyn Nets,122,Box Score,,"16,496",
431,"Sat, Dec 21, 2019",7:00p,Chicago Bulls,119,Detroit Pistons,107,Box Score,,"15,948",
432,"Sat, Dec 21, 2019",7:00p,Washington Wizards,108,Philadelphia 76ers,125,Box Score,,"20,529",
433,"Sat, Dec 21, 2019",7:30p,Milwaukee Bucks,123,New York Knicks,102,Box Score,,"18,124",
434,"Sat, Dec 21, 2019",8:00p,Sacramento Kings,115,Memphis Grizzlies,119,Box Score,,"15,603",
435,"Sat, Dec 21, 2019",8:30p,Los Angeles Clippers,134,San Antonio Spurs,109,Box Score,,"18,354",
436,"Sat, Dec 21, 2019",9:00p,Houston Rockets,139,Phoenix Suns,125,Box Score,,"16,061",
437,"Sat, Dec 21, 2019",10:00p,Minnesota Timberwolves,106,Portland Trail Blazers,113,Box Score,,"19,393",
438,"Sun, Dec 22, 2019",3:30p,Dallas Mavericks,107,Toronto Raptors,110,Box Score,,"19,800",
439,"Sun, Dec 22, 2019",6:00p,Charlotte Hornets,93,Boston Celtics,119,Box Score,,"19,156",
440,"Sun, Dec 22, 2019",7:00p,Indiana Pacers,89,Milwaukee Bucks,117,Box Score,,"18,029",
441,"Sun, Dec 22, 2019",7:00p,Los Angeles Clippers,112,Oklahoma City Thunder,118,Box Score,,"18,203",
442,"Sun, Dec 22, 2019",9:30p,Denver Nuggets,128,Los Angeles Lakers,104,Box Score,,"18,997",
443,"Mon, Dec 23, 2019",7:00p,Atlanta Hawks,118,Cleveland Cavaliers,121,Box Score,,"18,007",
444,"Mon, Dec 23, 2019",7:00p,Philadelphia 76ers,125,Detroit Pistons,109,Box Score,,"16,476",
445,"Mon, Dec 23, 2019",7:00p,Toronto Raptors,115,Indiana Pacers,120,Box Score,OT,"17,164",
446,"Mon, Dec 23, 2019",7:00p,Washington Wizards,121,New York Knicks,115,Box Score,,"19,413",
447,"Mon, Dec 23, 2019",7:00p,Chicago Bulls,95,Orlando Magic,103,Box Score,,"18,846",
448,"Mon, Dec 23, 2019",7:30p,Utah Jazz,104,Miami Heat,107,Box Score,,"19,890",
449,"Mon, Dec 23, 2019",8:00p,San Antonio Spurs,145,Memphis Grizzlies,115,Box Score,,"16,776",
450,"Mon, Dec 23, 2019",9:00p,Denver Nuggets,113,Phoenix Suns,111,Box Score,,"16,041",
451,"Mon, Dec 23, 2019",10:00p,New Orleans Pelicans,102,Portland Trail Blazers,94,Box Score,,"19,499",
452,"Mon, Dec 23, 2019",10:00p,Houston Rockets,113,Sacramento Kings,104,Box Score,,"17,583",
453,"Mon, Dec 23, 2019",10:30p,Minnesota Timberwolves,104,Golden State Warriors,113,Box Score,,"18,064",
454,"Wed, Dec 25, 2019",12:00p,Boston Celtics,118,Toronto Raptors,102,Box Score,,"19,800",
455,"Wed, Dec 25, 2019",2:30p,Milwaukee Bucks,109,Philadelphia 76ers,121,Box Score,,"21,028",
456,"Wed, Dec 25, 2019",5:00p,Houston Rockets,104,Golden State Warriors,116,Box Score,,"18,064",
457,"Wed, Dec 25, 2019",8:00p,Los Angeles Clippers,111,Los Angeles Lakers,106,Box Score,,"18,997",
458,"Wed, Dec 25, 2019",10:30p,New Orleans Pelicans,112,Denver Nuggets,100,Box Score,,"19,520",
459,"Thu, Dec 26, 2019",7:00p,Washington Wizards,102,Detroit Pistons,132,Box Score,,"17,188",
460,"Thu, Dec 26, 2019",7:30p,New York Knicks,94,Brooklyn Nets,82,Box Score,,"17,732",
461,"Thu, Dec 26, 2019",8:00p,San Antonio Spurs,98,Dallas Mavericks,102,Box Score,,"20,427",
462,"Thu, Dec 26, 2019",8:00p,Memphis Grizzlies,110,Oklahoma City Thunder,97,Box Score,,"18,203",
463,"Thu, Dec 26, 2019",10:00p,Minnesota Timberwolves,105,Sacramento Kings,104,Box Score,2OT,"17,583",
464,"Thu, Dec 26, 2019",10:30p,Portland Trail Blazers,115,Utah Jazz,121,Box Score,,"18,306",
465,"Fri, Dec 27, 2019",4:00p,Cleveland Cavaliers,117,Boston Celtics,129,Box Score,,"19,156",
466,"Fri, Dec 27, 2019",7:00p,Oklahoma City Thunder,104,Charlotte Hornets,102,Box Score,OT,"18,418",
467,"Fri, Dec 27, 2019",7:00p,Philadelphia 76ers,97,Orlando Magic,98,Box Score,,"17,311",
468,"Fri, Dec 27, 2019",7:30p,Milwaukee Bucks,112,Atlanta Hawks,86,Box Score,,"17,358",
469,"Fri, Dec 27, 2019",8:00p,Indiana Pacers,112,Miami Heat,113,Box Score,,"19,767",
470,"Fri, Dec 27, 2019",10:30p,Phoenix Suns,96,Golden State Warriors,105,Box Score,,"18,064",
471,"Sat, Dec 28, 2019",5:00p,Memphis Grizzlies,110,Denver Nuggets,119,Box Score,,"19,697",
472,"Sat, Dec 28, 2019",7:00p,Toronto Raptors,113,Boston Celtics,97,Box Score,,"19,156",
473,"Sat, Dec 28, 2019",7:00p,Indiana Pacers,98,New Orleans Pelicans,120,Box Score,,"15,391",
474,"Sat, Dec 28, 2019",8:00p,Atlanta Hawks,81,Chicago Bulls,116,Box Score,,"21,496",
475,"Sat, Dec 28, 2019",8:00p,Brooklyn Nets,98,Houston Rockets,108,Box Score,,"18,306",
476,"Sat, Dec 28, 2019",8:00p,Philadelphia 76ers,116,Miami Heat,117,Box Score,OT,"19,865",
477,"Sat, Dec 28, 2019",8:00p,Cleveland Cavaliers,94,Minnesota Timberwolves,88,Box Score,,"15,411",
478,"Sat, Dec 28, 2019",8:00p,New York Knicks,107,Washington Wizards,100,Box Score,,"19,033",
479,"Sat, Dec 28, 2019",8:30p,Dallas Mavericks,141,Golden State Warriors,121,Box Score,,"18,064",
480,"Sat, Dec 28, 2019",8:30p,Orlando Magic,100,Milwaukee Bucks,111,Box Score,,"17,920",
481,"Sat, Dec 28, 2019",8:30p,Detroit Pistons,109,San Antonio Spurs,136,Box Score,,"18,524",
482,"Sat, Dec 28, 2019",9:00p,Phoenix Suns,112,Sacramento Kings,110,Box Score,,"17,583",
